"Rk","Pk","Draft Year","Player ID","Team","Player Name","College","TOTG","TOTMP","TOTFG","TOTFGA","TOT3P","TOT3PA","TOTFT","TOTFTA","TOTORB","TRB","TOTAST","TOTSTL","TOTBLK","TOTTOV","TOTPF","TOTPTS","FG%","3P%","FT%","MPPG","PTSPG","TRBPG","ASTPG"
"30","30","2007","200730","SEA","Glen Davis","LSU","95","3036","566","1142","26","84","429","618","361","916","147","108","110","228","250","1587","0.496","0.31","0.694","32","16.7","9.6","1.5"
"31","31","2007","200731","GSW","Jermareo Davidson","Alabama","126","3611","474","1016","4","19","316","441","274","918","127","68","221","191","269","1268","0.467","0.211","0.717","28.7","10.1","7.3","1"
"32","32","2007","200732","POR","Josh McRoberts","Duke","69","2047","279","517","10","36","174","262","130","449","167","80","128","131","190","742","0.54","0.278","0.664","29.7","10.8","6.5","2.4"
"33","33","2007","200733","MIN","Chris Richard","Florida","141","2203","286","430","0","0","125","198","162","445","49","48","59","138","307","697","0.665","","0.631","15.6","4.9","3.2","0.3"
"34","34","2007","200734","POR","Derrick Byars","Vanderbilt","126","3311","496","1071","198","499","194","278","148","466","275","119","22","236","285","1384","0.463","0.397","0.698","26.3","11","3.7","2.2"
"35","35","2007","200735","GSW","Stéphane Lasme","UMass","118","2861","378","635","0","0","255","410","335","758","103","88","399","217","368","1011","0.595","","0.622","24.2","8.6","6.4","0.9"
"36","36","2007","200736","WAS","Dominic McGuire","Fresno State","86","2153","284","615","24","95","153","275","148","540","172","55","167","207","195","745","0.462","0.253","0.556","25","8.7","6.3","2"
"37","37","2007","200737","CHI","Aaron Gray","Pitt","113","2360","434","789","0","0","241","405","286","790","147","41","130","176","238","1109","0.55","","0.595","20.9","9.8","7","1.3"
"38","38","2007","200738","POR","Taurean Green","Florida","111","3236","317","791","186","478","354","413","29","242","400","124","7","282","174","1174","0.401","0.389","0.857","29.2","10.6","2.2","3.6"
"39","39","2007","200739","POR","Demetris Nichols","Syracuse","123","3171","471","1113","205","573","197","262","142","508","132","120","94","180","248","1344","0.423","0.358","0.752","25.8","10.9","4.1","1.1"
"40","40","2007","200740","MIL","Ramon Sessions","Nevada","97","2835","306","734","25","80","213","288","97","410","478","113","14","248","124","850","0.417","0.313","0.74","29.2","8.8","4.2","4.9"
"41","41","2007","200741","PHO","D.J. Strawberry","Maryland","111","2991","398","864","70","212","260","406","110","370","317","202","47","243","269","1126","0.461","0.33","0.64","26.9","10.1","3.3","2.9"
"1","1","2008","200801","CHI","Derrick Rose","Memphis","40","1168","208","436","35","104","146","205","54","181","189","48","15","107","68","597","0.477","0.337","0.712","29.2","14.9","4.5","4.7"
"2","2","2008","200802","MIA","Michael Beasley","Kansas State","33","1041","307","577","36","95","216","279","131","408","38","42","54","95","85","866","0.532","0.379","0.774","31.5","26.2","12.4","1.2"
"3","3","2008","200803","MIN","O.J. Mayo","USC","33","1216","237","536","88","215","122","152","35","150","109","51","13","117","80","684","0.442","0.409","0.803","36.8","20.7","4.5","3.3"
"4","4","2008","200804","SEA","Russell Westbrook","UCLA","75","1643","230","496","35","99","124","181","69","181","191","77","8","121","128","619","0.464","0.354","0.685","21.9","8.3","2.4","2.5"
"5","5","2008","200805","MEM","Kevin Love","UCLA","39","1156","227","406","29","82","198","258","142","415","75","27","56","78","73","681","0.559","0.354","0.767","29.6","17.5","10.6","1.9"
"6","6","2008","200806","LAC","Eric Gordon","Indiana","32","1110","184","425","70","208","231","277","23","104","78","42","20","115","69","669","0.433","0.337","0.834","34.7","20.9","3.3","2.4"
"7","7","2008","200807","MIL","Joe Alexander","West Virginia","82","2072","367","821","51","173","205","268","123","393","160","49","99","147","183","990","0.447","0.295","0.765","25.3","12.1","4.8","2"
"8","8","2008","200808","CHA","D.J. Augustin","Texas","73","2662","396","894","119","296","323","400","41","211","452","100","3","220","142","1234","0.443","0.402","0.808","36.5","16.9","2.9","6.2"
"9","9","2008","200809","NJN","Brook Lopez","Stanford","53","1485","324","675","3","21","198","259","122","377","57","27","101","112","137","849","0.48","0.143","0.764","28","16","7.1","1.1"
"10","10","2008","200810","IND","Jerryd Bayless","Arizona","30","1072","173","378","59","145","187","223","13","82","121","29","3","89","66","592","0.458","0.407","0.839","35.7","19.7","2.7","4"
"11","11","2008","200811","SAC","Jason Thompson","Rider University","122","3922","759","1443","30","103","492","738","369","1171","246","104","235","318","365","2040","0.526","0.291","0.667","32.1","16.7","9.6","2"
"12","12","2008","200812","POR","Brandon Rush","Kansas","109","3408","536","1193","205","471","200","273","163","602","222","76","89","230","159","1477","0.449","0.435","0.733","31.3","13.6","5.5","2"
"13","13","2008","200813","GSW","Anthony Randolph","LSU","31","1016","183","394","2","19","115","166","86","263","38","35","70","92","85","483","0.464","0.105","0.693","32.8","15.6","8.5","1.2"
"14","14","2008","200814","PHO","Robin Lopez","Stanford","67","1626","236","462","1","2","128","209","171","376","51","23","156","109","166","601","0.511","0.5","0.612","24.3","9","5.6","0.8"
"15","15","2008","200815","PHI","Marreese Speights","Florida","69","1063","273","431","0","0","110","160","131","376","36","23","64","79","120","656","0.633","","0.688","15.4","9.5","5.4","0.5"
"16","16","2008","200816","TOR","Roy Hibbert","Georgetown","136","3169","573","950","3","3","327","481","310","808","176","55","259","206","336","1476","0.603","1","0.68","23.3","10.9","5.9","1.3"
"17","17","2008","200817","WAS","JaVale McGee","Nevada","66","1232","234","432","16","45","90","175","114","314","23","32","122","105","135","574","0.542","0.356","0.514","18.7","8.7","4.8","0.3"
"18","18","2008","200818","CLE","J.J. Hickson","NC State","31","890","163","276","0","1","132","195","80","262","31","22","47","83","60","458","0.591","0","0.677","28.7","14.8","8.5","1"
"19","19","2008","200819","NJN","Ryan Anderson","California","66","2178","419","866","122","308","276","328","179","597","63","34","36","121","162","1236","0.484","0.396","0.841","33","18.7","9","1"
"20","20","2008","200820","ORL","Courtney Lee","Western Kentucky","127","3957","802","1729","245","611","389","476","215","663","281","242","78","321","321","2238","0.464","0.401","0.817","31.2","17.6","5.2","2.2"
"21","21","2008","200821","UTA","Kosta Koufos","Ohio State","37","1003","222","437","22","63","68","100","98","247","19","16","67","55","81","534","0.508","0.349","0.68","27.1","14.4","6.7","0.5"
"22","22","2008","200822","SAS","George Hill","IUPUI","95","3164","536","1013","90","223","457","582","183","547","317","155","29","241","267","1619","0.529","0.404","0.785","33.3","17","5.8","3.3"
"23","23","2008","200823","NOH","Darrell Arthur","Kansas","78","1710","369","682","2","17","144","213","170","427","50","53","109","127","221","884","0.541","0.118","0.676","21.9","11.3","5.5","0.6"
"24","24","2008","200824","MEM","Donté Greene","Syracuse","35","1253","218","521","90","261","94","133","60","251","71","45","57","91","101","620","0.418","0.345","0.707","35.8","17.7","7.2","2"
"25","25","2008","200825","DET","D.J. White","Indiana","99","3025","548","975","1","3","350","507","242","748","93","68","198","173","253","1447","0.562","0.333","0.69","30.6","14.6","7.6","0.9"
"26","26","2008","200826","BOS","J.R. Giddens","New Mexico","122","3533","618","1333","203","580","186","309","122","692","232","118","94","227","228","1625","0.464","0.35","0.602","29","13.3","5.7","1.9"
"27","27","2008","200827","SEA","Walter Sharpe","UAB","40","612","111","208","0","3","56","112","57","153","34","22","37","64","79","278","0.534","0","0.5","15.3","7","3.8","0.9"
"28","28","2008","200828","POR","Joey Dorsey","Memphis","149","3231","400","651","0","0","197","469","503","1209","81","160","264","196","463","997","0.614","","0.42","21.7","6.7","8.1","0.5"
"29","29","2008","200829","MIN","Mario Chalmers","Kansas","110","3137","444","914","180","430","273","356","33","309","420","283","44","259","269","1341","0.486","0.419","0.767","28.5","12.2","2.8","3.8"
"30","30","2008","200830","LAC","DeAndre Jordan","Texas A&M","35","703","113","183","0","0","52","119","66","210","15","7","44","57","67","278","0.617","","0.437","20.1","7.9","6","0.4"
"31","31","2008","200831","MIL","Luc Mbah a Moute","UCLA","107","3155","367","730","20","93","177","265","277","775","168","137","66","192","234","931","0.503","0.215","0.668","29.5","8.7","7.2","1.6"
"32","32","2008","200832","CHA","Kyle Weaver","Washington State","121","3602","402","866","43","155","315","440","154","570","465","188","93","320","244","1162","0.464","0.277","0.716","29.8","9.6","4.7","3.8"
"33","33","2008","200833","CHI","Sonny Weems","Arkansas","69","2153","358","757","93","254","112","146","111","319","162","90","23","183","135","921","0.473","0.366","0.767","31.2","13.3","4.6","2.3"
"34","34","2008","200834","NJN","Chris Douglas-Roberts","Memphis","109","2845","555","1028","73","196","362","499","134","398","183","114","49","217","209","1545","0.54","0.372","0.725","26.1","14.2","3.7","1.7"
"35","35","2008","200835","SAC","Sean Singletary","Virginia","123","4034","642","1583","222","614","573","677","120","490","587","200","7","402","326","2079","0.406","0.362","0.846","32.8","16.9","4","4.8"
"36","36","2008","200836","SAC","Patrick Ewing","Georgetown","127","2053","202","390","32","89","115","197","167","430","129","81","75","145","291","551","0.518","0.36","0.584","16.2","4.3","3.4","1"
"37","37","2008","200837","WAS","Henry Walker","Kansas State","37","985","207","454","35","123","117","161","87","223","64","31","17","92","118","566","0.456","0.285","0.727","26.6","15.3","6","1.7"
"38","38","2008","200838","PHO","Malik Hairston","Oregon","117","3655","612","1214","145","367","275","428","238","598","244","67","71","232","292","1644","0.504","0.395","0.643","31.2","14.1","5.1","2.1"
"39","39","2008","200839","MIA","Darnell Jackson","Kansas","125","2073","311","536","2","6","224","327","212","612","67","64","46","125","221","848","0.58","0.333","0.685","16.6","6.8","4.9","0.5"
"40","40","2008","200840","POR","Mike Taylor","Iowa State","31","1086","165","439","77","214","88","129","22","126","140","35","3","168","89","495","0.376","0.36","0.682","35","16","4.1","4.5"
"41","41","2008","200841","SEA","Sasha Kaun","Kansas","135","2224","331","583","0","0","168","328","209","526","44","50","150","107","304","830","0.568","","0.512","16.5","6.1","3.9","0.3"
"42","42","2008","200842","LAL","Joe Crawford","Kentucky","127","3213","512","1169","186","532","228","325","150","426","191","61","26","198","238","1438","0.438","0.35","0.702","25.3","11.3","3.4","1.5"
"1","1","2009","200901","LAC","Blake Griffin","Oklahoma","68","2102","484","783","3","10","307","521","243","805","141","72","69","192","171","1278","0.618","0.3","0.589","30.9","18.8","11.8","2.1"
"2","2","2009","200902","MEM","Hasheem Thabeet","UConn","100","2931","359","588","0","0","310","496","304","847","41","37","417","175","258","1028","0.611","","0.625","29.3","10.3","8.5","0.4"
"3","3","2009","200903","OKC","James Harden","Arizona State","69","2412","417","824","102","271","373","494","92","374","258","132","30","207","171","1309","0.506","0.376","0.755","35","19","5.4","3.7"
"4","4","2009","200904","SAC","Tyreke Evans","Memphis","37","1072","230","505","34","124","138","194","47","198","143","77","29","133","89","632","0.455","0.274","0.711","29","17.1","5.4","3.9"
"5","5","2009","200905","MIN","Jonny Flynn","Syracuse","73","2661","410","892","101","303","290","371","44","198","439","107","12","224","106","1211","0.46","0.333","0.782","36.5","16.6","2.7","6"
"6","6","2009","200906","GSW","Stephen Curry","Davidson","104","3387","871","1866","414","1004","479","547","81","473","388","221","28","314","253","2635","0.467","0.412","0.876","32.6","25.3","4.5","3.7"
"7","7","2009","200907","NYK","Jordan Hill","Arizona","97","2623","494","855","0","0","220","346","273","763","80","53","140","190","258","1208","0.578","","0.636","27","12.5","7.9","0.8"
"8","8","2009","200908","TOR","DeMar DeRozan","USC","35","1168","192","367","6","36","95","147","84","201","51","31","13","73","73","485","0.523","0.167","0.646","33.4","13.9","5.7","1.5"
"9","9","2009","200909","NJN","Terrence Williams","Louisville","140","4510","577","1444","195","609","216","367","206","970","546","210","90","329","265","1565","0.4","0.32","0.589","32.2","11.2","6.9","3.9"
"10","10","2009","200910","CHA","Gerald Henderson","Duke","103","2607","456","995","69","210","281","398","124","435","182","101","69","191","179","1262","0.458","0.329","0.706","25.3","12.3","4.2","1.8"
"11","11","2009","200911","IND","Tyler Hansbrough","UNC","142","4394","939","1752","12","38","982","1241","482","1219","154","180","66","297","348","2872","0.536","0.316","0.791","30.9","20.2","8.6","1.1"
"12","12","2009","200912","PHO","Earl Clark","Louisville","104","2779","419","897","56","188","210","328","223","728","179","93","124","223","172","1104","0.467","0.298","0.64","26.7","10.6","7","1.7"
"13","13","2009","200913","DET","Austin Daye","Gonzaga","67","1506","275","577","62","147","166","210","59","386","69","45","124","129","176","778","0.477","0.422","0.79","22.5","11.6","5.8","1"
"14","14","2009","200914","CHI","James Johnson","Wake Forest","61","1821","351","682","50","169","151","218","172","508","99","85","88","152","184","903","0.515","0.296","0.693","29.9","14.8","8.3","1.6"
"15","15","2009","200915","PHI","Jrue Holiday","UCLA","35","950","112","249","27","88","45","62","44","132","129","55","18","75","75","296","0.45","0.307","0.726","27.1","8.5","3.8","3.7"
"16","16","2009","200916","MIN","Ty Lawson","UNC","105","2835","463","896","112","278","337","432","65","303","608","184","10","219","205","1375","0.517","0.403","0.78","27","13.1","2.9","5.8"
"17","17","2009","200917","ATL","Jeff Teague","Wake Forest","61","1883","315","682","77","183","293","361","31","184","184","113","35","180","138","1000","0.462","0.421","0.812","30.9","16.4","3","3"
"18","18","2009","200918","UTA","Eric Maynor","VCU","130","3990","654","1457","142","384","503","636","70","442","674","168","20","318","258","1953","0.449","0.37","0.791","30.7","15","3.4","5.2"
"19","19","2009","200919","NOH","Darren Collison","UCLA","142","4151","563","1185","164","377","349","410","60","320","577","231","13","340","204","1639","0.475","0.435","0.851","29.2","11.5","2.3","4.1"
"20","20","2009","200920","DAL","Byron Mullens","Ohio State","33","671","120","188","0","1","52","93","55","154","9","16","37","51","68","292","0.638","0","0.559","20.3","8.8","4.7","0.3"
"21","21","2009","200921","CHI","Taj Gibson","USC","105","3435","502","866","0","0","303","482","304","896","142","77","253","260","328","1307","0.58","","0.629","32.7","12.4","8.5","1.4"
"22","22","2009","200922","MEM","DeMarre Carroll","Missouri","134","3277","599","1119","27","96","281","466","318","806","210","152","59","177","304","1506","0.535","0.281","0.603","24.5","11.2","6","1.6"
"23","23","2009","200923","MIN","Wayne Ellington","UNC","115","3278","616","1331","229","577","233","288","126","469","258","109","14","175","168","1694","0.463","0.397","0.809","28.5","14.7","4.1","2.2"
"24","24","2009","200924","LAL","Toney Douglas","Florida State","130","4452","739","1673","240","639","462","576","102","492","344","231","37","334","297","2180","0.442","0.376","0.802","34.2","16.8","3.8","2.6"
"25","25","2009","200925","SAC","Jeff Ayres","Arizona State","126","3801","611","1054","0","9","366","479","336","942","101","62","131","232","395","1588","0.58","0","0.764","30.2","12.6","7.5","0.8"
"26","26","2009","200926","WAS","Jermaine Taylor","Central Florida","122","3146","710","1524","251","668","308","403","185","471","173","115","49","263","206","1979","0.466","0.376","0.764","25.8","16.2","3.9","1.4"
"27","27","2009","200927","POR","Dante Cunningham","Villanova","139","3780","514","981","1","3","305","440","344","819","133","162","117","244","384","1334","0.524","0.333","0.693","27.2","9.6","5.9","1"
"28","28","2009","200928","DET","DaJuan Summers","Georgetown","101","2784","368","838","145","411","248","341","127","444","129","99","64","225","240","1129","0.439","0.353","0.727","27.6","11.2","4.4","1.3"
"29","29","2009","200929","MEM","Sam Young","Pitt","143","3642","716","1438","115","323","337","487","258","712","138","119","109","267","238","1884","0.498","0.356","0.692","25.5","13.2","5","1"
"30","30","2009","200930","SAS","DeJuan Blair","Pitt","72","1918","394","694","0","0","191","311","339","769","77","116","75","115","204","979","0.568","","0.614","26.6","13.6","10.7","1.1"
"31","31","2009","200931","POR","Jon Brockman","Washington","131","3760","718","1345","0","1","369","603","487","1283","133","111","18","271","370","1805","0.534","0","0.612","28.7","13.8","9.8","1"
"32","32","2009","200932","CHA","Derrick Brown","Xavier","106","2647","395","689","54","130","252","351","203","595","158","75","81","170","265","1096","0.573","0.415","0.718","25","10.3","5.6","1.5"
"33","33","2009","200933","MIL","Jodie Meeks","Kentucky","81","2243","385","883","177","459","299","336","56","247","130","86","8","148","132","1246","0.436","0.386","0.89","27.7","15.4","3","1.6"
"34","34","2009","200934","LAL","Patrick Beverley","Arkansas","70","2386","286","681","138","361","197","270","81","387","194","105","30","139","162","907","0.42","0.382","0.73","34.1","13","5.5","2.8"
"35","35","2009","200935","MIA","Marcus Thornton","LSU","66","2159","468","1028","168","440","243","315","134","366","117","99","23","132","134","1347","0.455","0.382","0.771","32.7","20.4","5.5","1.8"
"36","36","2009","200936","DET","Chase Budinger","Arizona","100","3541","599","1276","190","496","309","395","139","580","279","125","35","214","184","1697","0.469","0.383","0.782","35.4","17","5.8","2.8"
"37","37","2009","200937","MIN","Nick Calathes","Florida","72","2374","380","836","131","345","279","390","72","379","452","126","9","223","145","1170","0.455","0.38","0.715","33","16.3","5.3","6.3"
"38","38","2009","200938","CLE","Danny Green","UNC","145","2889","491","1079","184","491","202","239","204","590","256","160","154","209","277","1368","0.455","0.375","0.845","19.9","9.4","4.1","1.8"
"39","39","2009","200939","PHO","Taylor Griffin","Oklahoma","129","2883","298","637","13","59","245","340","224","617","133","116","98","181","326","854","0.468","0.22","0.721","22.3","6.6","4.8","1"
"40","40","2009","200940","IND","A.J. Price","UConn","99","2914","429","1039","158","433","268","371","79","332","469","104","5","235","136","1284","0.413","0.365","0.722","29.4","13","3.4","4.7"
"41","41","2009","200941","POR","Patty Mills","Saint Mary's","58","1894","324","780","128","387","174","216","26","129","212","114","9","166","93","950","0.415","0.331","0.806","32.7","16.4","2.2","3.7"
"42","42","2009","200942","BOS","Lester Hudson","University of Tennessee at Martin","65","2372","604","1324","230","619","289","337","142","513","283","169","40","232","173","1727","0.456","0.372","0.858","36.5","26.6","7.9","4.4"
"1","1","2010","201001","WAS","John Wall","Kentucky","37","1288","202","438","37","114","175","232","30","159","241","66","19","149","72","616","0.461","0.325","0.754","34.8","16.6","4.3","6.5"
"2","2","2010","201002","PHI","Evan Turner","Ohio State","101","3314","539","1073","54","149","385","508","151","682","414","159","74","352","273","1517","0.502","0.362","0.758","32.8","15","6.8","4.1"
"3","3","2010","201003","NJN","Derrick Favors","Georgia Tech","36","989","179","293","0","1","90","143","108","303","37","32","74","90","94","448","0.611","0","0.629","27.5","12.4","8.4","1"
"4","4","2010","201004","MIN","Wesley Johnson","Syracuse","93","2937","462","1017","130","373","239","311","209","650","150","106","108","200","210","1293","0.454","0.349","0.768","31.6","13.9","7","1.6"
"5","5","2010","201005","SAC","DeMarcus Cousins","Kentucky","38","893","206","369","1","6","162","268","154","374","38","37","67","78","122","575","0.558","0.167","0.604","23.5","15.1","9.8","1"
"6","6","2010","201006","GSW","Ekpe Udoh","Baylor","103","2806","343","726","13","45","168","259","259","650","154","79","292","151","230","867","0.472","0.289","0.649","27.2","8.4","6.3","1.5"
"7","7","2010","201007","DET","Greg Monroe","Georgetown","65","2122","345","635","9","33","243","359","136","531","207","99","97","189","164","942","0.543","0.273","0.677","32.6","14.5","8.2","3.2"
"8","8","2010","201008","LAC","Al-Farouq Aminu","Wake Forest","62","1869","313","657","25","105","241","351","204","585","87","74","82","180","172","892","0.476","0.238","0.687","30.1","14.4","9.4","1.4"
"9","9","2010","201009","UTA","Gordon Hayward","Butler","69","2284","298","634","116","314","280","340","118","512","125","88","60","138","142","992","0.47","0.369","0.824","33.1","14.4","7.4","1.8"
"10","10","2010","201010","IND","Paul George","Fresno State","63","2138","320","716","122","308","212","264","118","422","151","123","58","173","176","974","0.447","0.396","0.803","33.9","15.5","6.7","2.4"
"11","11","2010","201011","NOH","Cole Aldrich","Kansas","111","2330","391","681","0","0","256","351","250","860","72","59","253","133","230","1038","0.574","","0.729","21","9.4","7.7","0.6"
"12","12","2010","201012","MEM","Xavier Henry","Kansas","36","990","162","354","69","165","90","115","43","157","53","54","18","69","66","483","0.458","0.418","0.783","27.5","13.4","4.4","1.5"
"13","13","2010","201013","TOR","Ed Davis","UNC","61","1357","210","383","0","0","142","228","149","470","44","24","129","86","116","562","0.548","","0.623","22.2","9.2","7.7","0.7"
"14","14","2010","201014","HOU","Patrick Patterson","Kentucky","97","3295","617","1054","24","73","306","417","279","791","146","69","152","159","206","1564","0.585","0.329","0.734","34","16.1","8.2","1.5"
"15","15","2010","201015","MIL","Larry Sanders","VCU","101","2376","415","798","4","16","210","364","254","776","51","59","277","155","317","1044","0.52","0.25","0.577","23.5","10.3","7.7","0.5"
"16","16","2010","201016","MIN","Luke Babbitt","Nevada","68","2370","445","927","75","178","351","393","133","554","119","59","51","146","148","1316","0.48","0.421","0.893","34.9","19.4","8.1","1.8"
"17","17","2010","201017","OKC","Eric Bledsoe","Kentucky","37","1122","144","312","49","128","82","123","19","114","107","52","12","112","82","419","0.462","0.383","0.667","30.3","11.3","3.1","2.9"
"18","18","2010","201018","BOS","Avery Bradley","Texas","34","1003","159","368","42","112","36","66","33","98","71","44","18","52","80","396","0.432","0.375","0.545","29.5","11.6","2.9","2.1"
"19","19","2010","201019","SAS","James Anderson","Oklahoma State","101","3316","583","1268","225","600","420","527","196","513","163","112","60","212","214","1811","0.46","0.375","0.797","32.8","17.9","5.1","1.6"
"20","20","2010","201020","OKC","Craig Brackins","Iowa State","96","3052","572","1285","69","236","326","449","163","736","153","52","99","196","188","1539","0.445","0.292","0.726","31.8","16","7.7","1.6"
"21","21","2010","201021","POR","Elliot Williams","Memphis","68","1696","234","515","69","200","217","302","54","212","151","66","5","129","127","754","0.454","0.345","0.719","24.9","11.1","3.1","2.2"
"22","22","2010","201022","MIN","Trevor Booker","Clemson","134","3806","687","1228","23","71","328","526","400","1060","224","144","249","260","302","1725","0.559","0.324","0.624","28.4","12.9","7.9","1.7"
"23","23","2010","201023","ATL","Damion James","Texas","142","4156","705","1473","103","283","404","631","418","1318","163","137","163","259","391","1917","0.479","0.364","0.64","29.3","13.5","9.3","1.1"
"24","24","2010","201024","MEM","Dominique Jones","South Florida","95","3470","592","1339","160","495","453","615","142","517","328","144","39","249","245","1797","0.442","0.323","0.737","36.5","18.9","5.4","3.5"
"25","25","2010","201025","OKC","Quincy Pondexter","Washington","136","3715","652","1297","54","165","428","557","324","757","230","107","45","258","346","1786","0.503","0.327","0.768","27.3","13.1","5.6","1.7"
"26","26","2010","201026","NJN","Jordan Crawford","Xavier","65","1905","367","806","109","284","166","217","68","267","170","75","13","143","106","1009","0.455","0.384","0.765","29.3","15.5","4.1","2.6"
"27","27","2010","201027","MEM","Greivis Vásquez","Maryland","136","4568","751","1769","230","699","439","530","132","647","772","191","39","450","302","2171","0.425","0.329","0.828","33.6","16","4.8","5.7"
"28","28","2010","201028","ORL","Daniel Orton","Kentucky","38","502","48","91","0","2","33","63","45","126","15","21","53","38","88","129","0.527","0","0.524","13.2","3.4","3.3","0.4"
"29","29","2010","201029","WAS","Lazar Hayward","Marquette","138","3648","667","1476","169","473","356","451","298","910","122","158","43","230","371","1859","0.452","0.357","0.789","26.4","13.5","6.6","0.9"
"30","30","2010","201030","MIA","Dexter Pittman","Texas","134","1629","337","541","0","0","208","346","268","529","38","33","124","143","264","882","0.623","","0.601","12.2","6.6","3.9","0.3"
"31","31","2010","201031","SAC","Hassan Whiteside","Marshall","34","889","167","319","3","5","110","187","92","303","10","19","182","64","82","447","0.524","0.6","0.588","26.1","13.1","8.9","0.3"
"32","32","2010","201032","POR","Armon Johnson","Nevada","101","3299","546","1168","70","242","279","372","78","370","445","83","25","276","171","1441","0.467","0.289","0.75","32.7","14.3","3.7","4.4"
"33","33","2010","201033","MIL","Darington Hobson","New Mexico","35","1175","193","439","39","108","130","199","74","324","160","44","15","104","68","555","0.44","0.361","0.653","33.6","15.9","9.3","4.6"
"34","34","2010","201034","NYK","Andy Rautins","Syracuse","127","3096","360","908","282","754","119","156","51","327","347","172","22","221","236","1121","0.396","0.374","0.763","24.4","8.8","2.6","2.7"
"35","35","2010","201035","NYK","Landry Fields","Stanford","129","3041","499","1078","103","301","292","432","201","647","210","111","54","197","202","1393","0.463","0.342","0.676","23.6","10.8","5","1.6"
"36","36","2010","201036","IND","Lance Stephenson","Cincinnati","34","960","162","368","16","73","79","119","63","182","84","31","6","81","66","419","0.44","0.219","0.664","28.2","12.3","5.4","2.5"
"37","37","2010","201037","MIA","Jarvis Varnado","Mississippi State","141","3594","548","930","1","4","306","514","346","1096","89","76","564","191","344","1403","0.589","0.25","0.595","25.5","10","7.8","0.6"
"38","38","2010","201038","LAL","Devin Ebanks","West Virginia","69","2217","276","596","8","70","215","292","192","548","176","65","48","142","117","775","0.463","0.114","0.736","32.1","11.2","7.9","2.6"
"39","39","2010","201039","MIL","Jerome Jordan","Tulsa","133","3214","547","964","0","0","414","595","297","983","113","48","333","268","339","1508","0.567","","0.696","24.2","11.3","7.4","0.8"
"40","40","2010","201040","PHO","Gani Lawal","Georgia Tech","99","2403","446","814","0","3","275","498","268","712","43","59","127","211","240","1167","0.548","0","0.552","24.3","11.8","7.2","0.4"
"41","41","2010","201041","DAL","Solomon Alabi","Florida State","77","1692","270","506","0","1","164","220","162","415","28","39","159","128","158","704","0.534","0","0.745","22","9.1","5.4","0.4"
"42","42","2010","201042","BOS","Luke Harangody","Notre Dame","129","3769","936","1968","42","129","562","719","388","1222","210","99","95","231","315","2476","0.476","0.326","0.782","29.2","19.2","9.5","1.6"
"43","43","2010","201043","LAC","Willie Warren","Oklahoma","57","1806","278","606","97","277","215","273","32","149","199","62","3","160","129","868","0.459","0.35","0.788","31.7","15.2","2.6","3.5"
"44","44","2010","201044","UTA","Jeremy Evans","Western Kentucky","134","3150","427","668","12","33","199","291","321","788","72","84","224","136","328","1065","0.639","0.364","0.684","23.5","7.9","5.9","0.5"
"45","45","2010","201045","MIN","Hamady N'Diaye","Rutgers University","124","2744","267","495","0","2","184","311","219","681","48","47","358","169","333","718","0.539","0","0.592","22.1","5.8","5.5","0.4"
"46","46","2010","201046","IND","Ryan Reid","Florida State","126","2539","236","477","1","1","151","250","213","490","85","68","71","206","244","624","0.495","1","0.604","20.2","5","3.9","0.7"
"47","47","2010","201047","LAL","Derrick Caracter","Texas-El Paso","79","1553","314","558","5","16","177","282","186","440","51","53","61","170","241","810","0.563","0.313","0.628","19.7","10.3","5.6","0.6"
